"Search Parameters"	"Year"	"Mo"	"Dy"	"Country"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"
"[""1900 <= Year >= 2020""]"																	
	1982	3	28	"MEXICO"	150	"MEXICO:  CHIAPAS"	17.25	-93.21	9	3.5		10	1	200	3		1
	1982	3	28	"PERU"	160	"PERU:  COAST, LUNAHUANA, LIMA, HUANCAYO"	-12.69	-76.065	95	6.1	6	3	1			5	2
	1982	4	14	"CHINA"	30	"CHINA:  GANSU PROVINCE"	36.785	105.55	33	4.6							1
	1982	6	7	"MEXICO"	150	"MEXICO:  GUERERRO, ORZIBA, OAXACA, GUADALUPE"	16.558	-98.358	34	7	6	9	1		3		2
	1982	6	15	"CHINA"	30	"CHINA:  SICHUAN PROVINCE:  GARZE"	31.907	99.931	10	5.5	7	10	1	5	1		1
	1982	6	19	"EL SALVADOR"	100	"EL SALVADOR:  SAN SALVADOR; GUATEMALA"	13.313	-89.339	82	6.2	7	43	1		3	5	2
	1982	7	23	"JAPAN"	30	"IBARAKI, JAPAN"	36.194	141.702	37	6.8							
	1982	8	5	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS:  SANTA CRUZ ISLANDS"	-12.597	165.931	31	7.5							
	1982	8	6	"INDONESIA"	60	"INDONESIA:  FLORES ISLANDS:  RUTENG"	-8.375	120.577	46	5.6							2
	1982	9	29	"HONDURAS"	100	"HONDURAS-GUATEMALA-EL SALVADOR"	14.487	-89.121	12	5.1	4	3	1	2	1		2
	1982	10	17	"ITALY"	130	"ITALY:  PERUGIA"	43.164	12.586	16	4.4	7					35	4
	1982	11	16	"MACEDONIA"	130	"BALKANS NW:  ALBANIA:  BIER, BERAT, LUSHNJE"	40.883	19.59	21	5.5	8	1	1	12	1	5	2
	1982	12	13	"YEMEN"	60	"YEMEN:  DHAMAR"	14.701	44.379	5	6	8	2800	4	1500	4	2000	4
	1982	12	16	"AFGHANISTAN"	40	"AFGHANISTAN:  NORTHEASTERN"	36.148	69.011	36	6.6		500	3	3000	4	1	2
	1982	12	19	"TONGA"	170	"TONGA TRENCH"	-24.133	-175.864	33	7.7							
	1982	12	25	"INDONESIA"	60	"INDONESIA:  FLORES ISLAND:  EASTERN"	-8.405	123.08	33	5.9		13	1	390	3	1.45	2
	1982	12	28	"JAPAN"	30	"JAPAN:  S. OF HONSHU ISLAND"	33.826	139.434	22	6.1							
	1983	1	17	"GREECE"	130	"GREECE: IONIAN SEA"	38.026	20.228	14	7.2							
	1983	1	24	"MEXICO"	150	"MEXICO:  OAXACA:   SALINA CRUZ"	16.147	-95.232	57	6.7	7						2
	1983	2	13	"CHINA"	40	"CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S"	39.945	75.135	16	6.2	8			2	1		2
	1983	2	25	"MACEDONIA"	130	"BALKANS NW:  MACEDONIA:  SKOPJE"	41.959	21.54	24	4.7	7	12	1			0.5	1
	1983	2	26	"TAJIKISTAN"	40	"TAJIKISTAN:  GARM, KHAZORA"	38.841	70.727	49	5.2	7						3
	1983	3	12	"INDONESIA"	170	"INDONESIA:  BANDA SEA"	-4.056	127.924	17	6.5							1
	1983	3	18	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  NEW IRELAND"	-4.883	153.581	89	7.6	7						2
	1983	3	23	"GREECE"	130	"GREECE: VONITSA"	38.294	20.262	19	6.2	7			7	1		2
	1983	3	25	"IRAN"	140	"IRAN:  TEHRAN, DAMAVOND, AMOI"	35.953	52.264	33	4.9		30	1	61	2	5	2
	1983	3	31	"COLOMBIA"	160	"COLOMBIA:  SW, POPAYAN"	2.461	-76.686	22	4.9	8	350	3	1200	4	410.9	4
	1983	4	2	"TURKMENISTAN"	40	"TURKMENISTAN:  KUM-DAG"	39.042	48.714	33	4.6	5					5	2
	1983	4	3	"COSTA RICA"	100	"COSTA RICA:  SE, PANAMA: W"	8.717	-83.123	37	7.3		6	1		2	1	2
	1983	4	4	"INDONESIA"	60	"INDONESIA:  SUMATERA:  BANDA ACEH"	5.723	94.722	79	6.6	7		1	100	2	1	2
	1983	4	5	"CHINA"	40	"CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  WUQUA"	40.025	75.26	33	5.6			1				1
	1983	4	12	"PERU"	160	"PERU:  CHIMBOTE"	-4.843	-78.103	104	6.5		10	1			0.5	1
	1983	4	22	"THAILAND"	60	"THAILAND:  BANGKOK"	14.926	99.023	10	5.9							2
	1983	5	2	"USA"	150	"CALIFORNIA:  CENTRAL, COALINGA"	36.219	-120.317	10	6.2	8			45	1	31	4
	1983	5	26	"JAPAN"	30	"JAPAN:  HONSHU:  AKITA"	40.462	139.102	24	7.7	8	4	1	324	3	800	4
	1983	6	9	"JAPAN"	30	"NOSHIRO, JAPAN"	40.249	138.948	26	5.9							
	1983	6	21	"JAPAN"	30	"JAPAN:  N. HONSHU ISLAND"	41.346	139.099	10	6.9							1
	1983	6	24	"VIETNAM"	30	"VIETNAM"	21.721	103.282	18	6.3	8						2
	1983	7	3	"COSTA RICA"	100	"COSTA RICA:  SAN JOSE"	9.652	-83.688	33	6.2	9	2	1	60	2	5	2
	1983	7	5	"TURKEY"	140	"TURKEY:  NW, BIGA, ERDEK, ISTANBUL"	40.324	27.222	10	6.1	8	5	1	26	1		2
	1983	7	12	"USA"	150	"ALASKA:  PRINCE WILLIAM SOUND"	61.031	-147.286	37	6.1	6					1	2
	1983	7	22	"IRAN"	140	"IRAN:  NW, ZANJIN"	36.948	49.18	41	5	6	3	1	41	1	5	2
	1983	8	6	"PAKISTAN"	60	"PAKISTAN:  ZIARAT"	30.349	67.84	10	4.2							2
	1983	8	6	"GREECE"	130	"GREECE:  AEGEAN SEA"	40.142	24.766	2	7	6						1
	1983	8	8	"JAPAN"	30	"JAPAN:  HONSHU:  S COAST"	35.5	139.07	25	5.3		1	1	28	1		1
	1983	8	17	"RUSSIA"	50	"RUSSIA:  NEAR EAST COAST OF KAMCHATKA"	55.867	161.287	63	6.5							
	1983	8	17	"PHILIPPINES"	170	"PHILIPPINES:  LUZON"	18.231	120.86	29	6.5	8	16	1	47	1	2.227	2
	1983	9	10	"SERBIA"	130	"BALKANS NW:  SERBIA"	43.246	20.859	10	5.1	8						2
	1983	10	3	"JAPAN"	30	"JAPAN:  MIYAKEJIMA, OSHIMA"	33.941	139.513	12	6	8						2
	1983	10	4	"CHILE"	160	"CHILE:  NORTHERN:  COPOAPO-CHANARAL"	-26.535	-70.563	15	7.3	7	5	1	12	1	1	2
	1983	10	16	"INDONESIA"	170	"INDONESIA:  CELEBES:  MINAHASSA:  TOLITOLI"	1.084	121.052	40	6							2
	1983	10	25	"INDONESIA"	170	"INDONESIA:  CENTRAL SULAWESI"	1.131	120.858	33	6.1	7	2	1	4	1		2
	1983	10	28	"USA"	150	"IDAHO:  BORAH PEAK, CHALLIS, MACKAY"	43.974	-113.916	14	7.3	9	2	1	2	1	12.5	3
	1983	10	30	"TURKEY"	140	"TURKEY:  ERZURUM, KARS, KHORASAN, PASINLER, NARMAN"	40.33	42.187	12	6.9		1342	4	1142	4	25	4
	1983	10	30	"JAPAN"	30	"JAPAN:  TOTTORI, YONANGO"	35.464	133.899	27	5.2	6						2
	1983	11	6	"CHINA"	30	"CHINA:  E, HEZE-DONGMING, SHANDONG PROVINCE"	35.206	115.213	19	5.3	7	34	1	2200	4	5	2
	1983	11	8	"BELGIUM"	120	"BELGIUM"	50.696	5.346	10	5	7	2	1	30	1	50	4
	1983	11	9	"ITALY"	130	"ITALY:  N, PARMA"	44.689	10.317	37	5	8			100	2		2
	1983	11	16	"USA"	150	"HAWAII: KAPAPALA"	19.43	-155.454	12	6.7	8			6	1	6.5	3
	1983	11	30	"UK TERRITORY"	60	"INDIAN OCEAN:  CHAGOS ARCHIPELAGO:  DIEGO GARCIA"	-6.852	72.11	10	7.6	6						1
	1983	12	22	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  ULAWUN, RABAUL"	-5.392	151.868	26	6.4	5	10	1			25	4
	1983	12	22	"GUINEA"	10	"GUINEA:  GAOUAL-KOUMBIA"	11.866	-13.529	11	6.2	9	443	3	1436	4	8	3
	1983	12	30	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN"	36.372	70.738	215	7.2	7	26	1	483	3	3	2
	1984	1	8	"INDONESIA"	170	"INDONESIA:  SULAWESI:  W"	-2.823	118.806	33	6.6	7	2	1	89	2	0.5	1
	1984	2	1	"AFGHANISTAN"	40	"AFGHANISTAN:  KHOROG, JALALABAD; PAKISTAN"	34.616	70.484	33	5.8	4	1	1	35	1	5	2
	1984	2	7	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS:  GUADALCANAL"	-10.012	160.469	18	7.5	6						2
	1984	2	11	"GREECE"	130	"GREECE:  MANAGOULI-AIYION"	38.396	22.094	29	5.4							1
	1984	2	16	"PAKISTAN"	60	"PAKISTAN-NW AFGHANISTAN:  HINDU KUSH: CHITRAL-LANDI"	36.431	70.826	208	6.1	6	4	1	13	1	5	2
	1984	3	19	"UZBEKISTAN"	40	"UZBEKISTAN:  GAZLI"	40.32	63.35	15	7	9			100	2	5	2
	1984	3	24	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.117	148.192	44	7							
	1984	3	27	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  KARKAR"	-4.647	145.805	28	6.6	8			11	1		2
	1984	4	24	"USA"	150	"CALIFORNIA:  CENTRAL:  MORGAN HILL"	37.32	-121.698	8	6.1	8			27	1	8	3
	1984	4	29	"ITALY"	130	"ITALY:  CENTRAL:  :PERUGIA-ASSISSI-GUBBIO"	43.26	12.558	12	5.3	8	3	1	200	3	25	4
	1984	5	7	"ITALY"	130	"ITALY:  S CENTRAL:  ABRUZZO"	41.765	13.898	10	5.8	8	3	1	100	2	5	2
	1984	5	11	"ITALY"	130	"ITALY:  S CENTRAL:  ABRUZZO"	41.831	13.961	14	5.2	8	3	1	63	2		2
	1984	5	13	"BOSNIA-HERZEGOVINA"	130	"BOSNIA-HERZEGOVINA:  LJUBINJE; CROATIA:  DUBROVNIK"	42.967	17.734	30	5.1	7	1	1				2
	1984	6	13	"JAPAN"	30	"JAPAN:  TORI SHIMA, OKINAWA"	31.448	140.036	41	5.5							
	1984	6	24	"DOMINICAN REPUBLIC"	90	"DOMINICAN REPUBLIC:  SANTO DOMINGO"	17.984	-69.338	24	6.7	5	5	1				1
	1984	7	19	"UK"	120	"UNITED KINGDOM:  WALES"	52.878	-4.198	13	4.7					1		1
	1984	8	6	"JAPAN"	30	"JAPAN:  KYUSHU:  NOBEOKA"	32.386	131.945	46	6.7	6	20	1				2
	1984	8	27	"INDONESIA"	60	"INDONESIA:  N SUMATERA:  TARUTUNG"	1.761	99.075	33	5.2				123	3	1	2
	1984	9	7	"SERBIA"	130	"BALKANS NW:  SERBIA"	43.314	20.957	13	4.7	8			2	1		2
	1984	9	13	"JAPAN"	30	"JAPAN:  HONSHU:  CENTRAL: MT ONTAKE"	35.789	137.488	10	6.1	6	29	1			43	4
	1984	9	18	"TURKEY"	140	"TURKEY:  E, ERZURUM, OLUR-SENKAYA"	40.885	42.219	10	6.4	8	3	1	38	1		2
	1984	9	18	"JAPAN"	30	"JAPAN:  HONSHU ISLAND"	34.006	141.5	48	6.9							
	1984	10	9	"GREECE"	130	"GREECE:  MESSINA"	37.013	21.757	27	4.5	7			1	1		2
	1984	10	18	"TURKEY"	140	"TURKEY:  E, SENKAYA"	40.545	42.403	60	5.3		3	1	35	1		3
	1984	10	18	"USA"	150	"WYOMING:  DOUGLAS, MEDICINE BOW"	42.375	-105.72	33	5.1	6						1
	1984	10	26	"TAJIKISTAN"	40	"TAJIKISTAN:  DZHIRGATAL, GARM"	39.155	71.328	33	6.1	7						2
	1984	12	28	"RUSSIA"	50	"RUSSIA:  KAMCHATKA"	56.2	163.4	33	7							
	1984	12	30	"INDIA"	60	"INDIA:  ASSAM, CACHAR DISTRICT"	24.641	92.891	23	5.6		20	1	100	2		3
	1985	1	26	"ARGENTINA"	160	"ARGENTINA:  WEST CENTRAL, MENDOZA, LA LIGUA"	-33.053	-68.467	5	6.9	7	6	1	238	3	5	2
	1985	2	2	"IRAN"	140	"IRAN:  S, FIRUZABAD-JAHROM"	28.399	52.997	37	5.3		1	1	80	2		2
	1985	3	3	"CHILE"	160	"CHILE:  CENTRAL COAST, SAN ANTONIO, VALPARAISO"	-33.132	-71.708	40	8	8	180	3	2575	4	1500	4
	1985	3	16	"GUADELOUPE"	90	"GUADELOUPE"	17.013	-62.448	13	6.4	6			6	1		1
	1985	3	17	"CHILE"	160	"CHILE:  VALPARAISO, VINA DEL MAR"	-32.663	-71.551	33	6.6	7	1	1				2
	1985	3	18	"PHILIPPINES"	170	"PHILIPPINES:  PAGADIAN,  ZAMBOANGA"	7.758	123.544	33	6.5	5	2	1	25	1		2
	1985	4	9	"CHILE"	160	"CHILE:  NEAR CENTRAL COAST, SANTIAGO-VALPARAISO"	-34.131	-71.618	38	7.5	6	2	1		2		2
	1985	4	13	"INDONESIA"	60	"INDONESIA:  DENPASAR, BALI"	-9.245	114.185	99	6.2							2
	1985	4	18	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	25.926	102.871	5	5.8	8	23	1	300	3	1	2
	1985	4	24	"PHILIPPINES"	170	"PHILIPPINES:  LUZON:  BENGUET PROVINCE,  BAGUIO"	16.498	120.815	33	6.1	7	6	1	11	1		2
	1985	4	30	"GREECE"	130	"GREECE:  MAGNISIA"	39.266	22.81	27	5.5	6						1
	1985	5	10	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  NEW BRITAIN:  BIALLA, PIONA"	-5.599	151.045	27	7.1	8	1	1			1	2
	1985	7	3	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL"	-4.439	152.828	46	7.2	7					1	2
	1985	7	29	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU KUSH:  CHITRAL, SWAT"	36.19	70.896	99	6.6	8	5	1	38	1	2	2
	1985	8	21	"PERU"	160	"PERU:  COAST:  CHIMBOTE"	-9.159	-78.887	57	6.1				100	2		2
	1985	8	23	"CHINA"	40	"CHINA:  S XINJIANG:  WUQUA-SHUFU"	39.431	75.224	7	7.5	7	71	2	162	3	5	2
	1985	9	15	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  ENAROTALI"	-4.13	136.049	10	6.3		10	1	7	1		2
	1985	9	19	"MEXICO"	150	"MEXICO:  MICHOACAN:  MEXICO CITY"	18.19	-102.533	28	8.1	9	9500	4	30000	4	4000	4
	1985	9	21	"MEXICO"	150	"MEXICO:  SW COAST:  MEXICO CITY"	17.802	-101.647	31	7.6	6		2				2
	1985	9	27	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS:  HONIARA, GUADACANAL"	-9.829	159.854	32	6.9	7						1
	1985	9	28	"MACEDONIA"	130	"BALKANS NW:  MACEDONIA:  DEMIR KAPIJA-NEGOTINO"	41.581	22.254	7	5	7			16	1		2
	1985	10	11	"GUATEMALA"	100	"GUATEMALA:  SAN MIGUEL UPSANTAN"	15.299	-90.863	5	4.5	7				3		2
	1985	10	13	"TAJIKISTAN"	40	"TAJIKISTAN:  KAPTOLYUK, KAYRAKKUM, GAFUROV"	40.301	69.823	16	5.9	9	29	1	80	2	200	4
	1985	10	27	"ALGERIA"	15	"ALGERIA:  ANNABA-SETIF-SOUK"	36.46	6.761	10	5.9		6	1				1
	1985	11	7	"TURKEY"	140	"TURKEY:  ERZURUM, KARS, AGRI, ARTVIN"	40.31	42.307	33	4.2				14	1		2
	1985	11	17	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  MANOKWARI"	-1.639	134.911	10	7.1	8						1
	1985	11	28	"VANUATU"	170	"VANUATU ISLANDS"	-13.987	166.185	33	7.6							
	1985	12	16	"NICARAGUA"	100	"NICARAGUA:  RIVAS,  MASAYA"	11.725	-85.838	22	6	6			6	1		1
	1985	12	21	"VANUATU"	170	"VANUATU ISLANDS"	-13.966	166.516	43	7.6							
	1985	12	25	"ITALY"	130	"ITALY:  SICILY"	37.688	15.068	10	4.3		1	1	14	1		1
	1986	1	11	"PERU"	160	"PERU:  HUARMEY, CASMA, HUARAX, CHIMBOTE"	-9.505	-77.512	39	5.3	4	1	1				2
	1986	1	29	"INDONESIA"	60	"INDONESIA:  SUMATERA:  S, HAHAT, MUARAENIM"	-3.904	103.461	33	5				2	1		3
	1986	2	3	"GUATEMALA"	100	"GUATEMALA:  IXCHIGUAN, SAN MARCOS PROVINCE"	15.075	-92.072	16	4.7							2
	1986	4	5	"PERU"	160	"PERU:  CUZCO"	-13.41	-71.785	51	4.6	6	16	1	170	3	22	3
	1986	4	26	"INDIA"	60	"INDIA:  KASHMIR:  DHARMSALA,  LAHORE, PAKISTAN"	32.128	76.374	33	5.3		6	1	30	1		3
	1986	5	5	"TURKEY"	140	"TURKEY:  DOGANSEHIR-GOLBASHI, KAPIDERE"	37.993	37.806	10	5.9		15	1	100	2	5	2
	1986	5	7	"USA"	150	"ALASKA:  ALEUTIAN ISLANDS:  ADAK"	51.52	-174.776	19	8	6						2
	1986	5	13	"GEORGIA"	40	"GEORGIA:  AKHALKALAKI, SUSUZ"	41.431	43.737	10	5.7	7	2	1				3
	1986	5	15	"PAKISTAN"	60	"PAKISTAN:  BARKHAM, MATAKARI, HAMTAROT"	29.627	69.363	18	5.2							3
	1986	5	17	"USA"	150	"ALASKA:  ANDREANOF ISLANDS"	52.327	-174.504	26	6.4							
	1986	5	20	"TAIWAN"	30	"TAIWAN:  HUALIEN"	24.125	121.619	19	6.4		1	1	5	1		1
	1986	6	11	"VENEZUELA"	160	"VENEZUELA"	10.597	-62.928	19	6.2	7	2	1	45	1	1	2
	1986	6	24	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA"	-4.448	143.943	102	7.1	7					0.5	1
	1986	7	8	"USA"	150	"CALIFORNIA:  PALM SPRINGS"	34	-116.61	12	6	7			29	1	4.5	2
	1986	7	12	"IRAN"	140	"IRAN:  S, FARS PROVINCE, MAMASANI, SHIRAZ"	29.962	51.582	10	5.6		1	1	4	1		2
	1986	7	13	"USA"	150	"CALIFORNIA:  SAN DIEGO, NEWPORT BEACH"	32.97	-117.869	6	5.8	6					0.7	1
	1986	7	18	"VENEZUELA"	160	"VENEZUELA:  CHURUGUARA,  FALCON, LARA"	10.77	-69.428	7	4.9		1	1				1
	1986	7	21	"USA"	150	"CALIFORNIA-NEVADA:  CHALFANT VALLEY"	37.537	-118.447	9	6.2	6					1	2
	1986	8	3	"TURKEY"	140	"TURKEY:  YESILCE,  UCGOZE, SAM"	37.2	37.3	12	4.1							1
	1986	8	30	"ROMANIA"	110	"ROMANIA:  BUCHAREST, KISHINEV-KAGUL"	45.547	26.316	132	6.9	8	2	1	558	3	730	4
	1986	9	13	"GREECE"	130	"GREECE:  KALAMI, LAKONIA, ZAKINTHOS"	37.014	22.176	11	5.8	10	20	1	300	3	5	2
	1986	9	15	"GREECE"	130	"GREECE:  S, MESSINIA, BERGA, NEDOUSA"	36.93	22.175	10	4.8	7			37	1		1
	1986	10	5	"SOUTH AFRICA"	10	"SOUTH AFRICA:  MOUNT FRERE, DURBAN"	-30.546	28.737	5	4.8	4						1
	1986	10	10	"EL SALVADOR"	100	"EL SALVADOR:  SAN SALVADOR"	13.827	-89.118	7	5.4		1100	4	10000	4	1500	4
	1986	10	11	"TURKEY"	140	"TURKEY:  AYDIN, DENIZLI-IZMIR-MANISA"	37.931	28.574	5	5.5				3	1		1
	1986	10	16	"PAKISTAN"	60	"PAKISTAN:  KHUZDAR"	27.727	66.65	43	4.5							1
	1986	10	20	"KERMADEC ISLANDS (NEW ZEALAND)"	170	"KERMADEC ISLANDS:  RAOUL"	-28.117	-176.367	29	8.1							1
	1986	11	14	"TAIWAN"	30	"TAIWAN:  TAIPEI, HUALIEN"	23.901	121.574	34	7.8	8	15	1	44	1		1
	1986	11	25	"BOSNIA-HERZEGOVINA"	130	"BALKANS NW:  BOSNIA-HERZEGOVINA: STRMICA, KNIN"	44.12	16.339	30	5.5	8			12	1		2
	1986	11	30	"BRAZIL"	160	"BRAZIL:  JOAO CAMARA, NATAL"	-5.494	-35.769	5	4.8		1	1			5	2
	1986	12	7	"BULGARIA"	110	"BULGARIA:  VELIKO TURNOVO-TURGOVISHTE"	43.274	25.912	21	5.6	7	3	1	60	2	5	2
	1986	12	19	"CHILE"	160	"CHILE:  CENTRAL, VALPARAISO"	-33.071	-72.084	33	5	3				2		1
	1986	12	20	"IRAN"	140	"IRAN:  S MAMASANI, SHIRAZ, NORABAD"	29.985	51.623	26	5							2
	1987	1	5	"CHINA"	40	"CHINA:  S XINJIANG PROVINCE:  BAICHENG"	41.964	81.319	17	5.8					3		2
	1987	1	24	"CHINA"	40	"CHINA:  XINGJIANG WEIWUER ZIZHIQU PROVINCE, WUSHI"	41.529	79.318	29	5.9							2
	1987	1	26	"ALGERIA"	15	"ALGERIA:  MOHAMMADIA, QUED, FODDA, TISSEMSILT"	35.964	1.374	10	4.3		1	1	7	1	1	2
	1987	2	6	"JAPAN"	30	"JAPAN:  EAST COAST HONSHU"	36.988	141.689	48	6.3							
	1987	2	8	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND"	-6.088	147.689	55	7.6	7	3	1			2.625	2
	1987	3	2	"NEW ZEALAND"	170	"NEW ZEALAND:  NORTH ISLAND, WHAKATANI, EDGECUMBE"	-37.965	176.765	19	6.6	10	1	1	25	1	210	4
	1987	3	5	"CHILE"	160	"CHILE:  ANTOFAGASTA, ARICA"	-24.388	-70.161	62	7.3	6	1	1				2
	1987	3	6	"ECUADOR"	160	"ECUADOR:  NAPO PROVINCE, QUITO, TULCAN"	0.083	-77.785	10	7.2		5000	4			1500	4
	1987	3	18	"JAPAN"	30	"JAPAN:  KYUSHU:  MIYAZAKI, NAZE"	32.034	131.837	54	6.7		2	1	5	1		2
	1987	3	24	"JAPAN"	30	"JAPAN:  HONSHU ISLAND"	37.447	137.865	23	5.1							
	1987	4	25	"PHILIPPINES"	170	"PHILIPPINES:  MANILA, CUBI POINT"	16.066	120.301	107	6.3	5						1
	1987	4	25	"INDONESIA"	60	"INDONESIA:  SUMATERA:  N, TARUTUNG-LAKE TOBA,"	2.244	98.866	11	6.6		2	1	22	1	1	2
	1987	5	23	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY"	8.047	125.41	32	5.2	2	1	1	2	1		1
	1987	5	29	"IRAN"	140	"IRAN:  W, NAHAVAND-HAMADEN-TUYSARKAN"	34.076	48.266	41	4.6		2	1	50	1		1
	1987	6	18	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-10.717	162.33	75	6.3							
	1987	7	6	"VANUATU"	170	"VANUATU ISLANDS"	-14.074	167.828	48	6.6							
	1987	8	2	"CHINA"	30	"CHINA:  GANZHOU PROVINCE:  XUNWU"	24.924	115.608	29	4.9	4			84	2		3
	1987	8	8	"CHILE"	160	"CHILE:  ARICA, IQUIQUE"	-19.022	-69.991	70	6.9	7	5	1	112	3	1	2
	1987	8	13	"PERU"	160	"CHILE:  ARICA; PERU:  AREQUIPA, TACNA"	-17.897	-70.931	37	6.4	5	1	1	1	1		1
	1987	9	3	"AUSTRALIA"	170	"AUSTRALIA:  MACQUARIE ISLAND"	-58.893	158.513	33	7.7							
	1987	9	4	"ITALY"	130	"ITALY:  PORTO SAN GIORGIO-PERMO-PDEASO AREA"	43.242	13.874	19	4.6	8			2	1		2
	1987	9	22	"ECUADOR"	160	"ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA"	-0.978	-78.05	10	6.2		2	1	12	1		2
	1987	10	1	"USA"	150	"CALIFORNIA:  WHITTIER"	34.061	-118.078	10	5.7	8	8	1	200	3	358	4
	1987	10	2	"PERU"	160	"PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE"	-8.143	-77.954	20	5.1	4	3	1				2
	1987	10	4	"USA"	150	"CALIFORNIA:  WHITTIER, PASADENA"	34.07	-118.1	8	4.8		1	1		2		2
	1987	10	6	"TONGA"	170	"TONGA ISLANDS"	-17.94	-172.225	16	7.3							
	1987	10	12	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  SOLOMON SEA"	-7.288	154.371	25	6.8							
	1987	10	16	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, KIMBTE"	-6.266	149.06	48	7.7	8						2
	1987	11	17	"USA"	150	"ALASKA:  GULF OF ALASKA"	58.586	-143.27	10	7.2							
	1987	11	24	"USA"	150	"CALIFORNIA:  SUPERSTITION HILLS"	33.082	-115.775	5	6.2	6	2	1			3	2
	1987	11	26	"INDONESIA"	60	"INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG"	-8.247	124.155	33	6.5		125	3	108	3	5	2
	1987	11	30	"USA"	150	"ALASKA:  YAKUTAT"	58.679	-142.786	10	7.9	6						1
	1987	12	17	"JAPAN"	30	"JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO"	35.362	140.214	63	6	8	2	1	66		5	2
	1988	1	3	"CHINA"	30	"CHINA:  LINGWU"	38.111	106.336	14	5.5				60	2		3
	1988	1	9	"ALBANIA"	130	"ALBANIA:  TIRANA, ULCINJ-BAR"	41.246	19.63	24	5.8	7						2
	1988	1	22	"AUSTRALIA"	170	"AUSTRALIA:  TENNANT CREEK"	-19.847	133.803	5	6.3							2
	1988	1	22	"AUSTRALIA"	170	"AUSTRALIA:  TENNANT CREEK"	-19.829	133.882	5	6.7	9						2
	1988	2	5	"CHILE"	160	"CHILE:  TALTAL"	-24.753	-70.433	37	6.7							1
	1988	2	6	"BANGLADESH"	60	"BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM"	24.688	91.57	33	5.8		2	1	100	2		2
	1988	3	6	"USA"	150	"ALASKA:  GULF OF ALASKA:  ANCHORAGE"	57.262	-142.747	15	7.8	5						1
	1988	3	30	"IRAN"	140	"IRAN:  DEH DASHT, BAHBAHAN"	30.89	50.194	33	5.7							2
	1988	6	19	"PHILIPPINES"	170	"PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN"	12.376	121.067	17	6.2	7	2	1	2	1		2
	1988	6	24	"PHILIPPINES"	170	"PHILIPPINES:  LUZON:  LAOAG"	18.606	121.013	53	5.4							
	1988	7	5	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, ARAWE"	-5.964	148.78	53	6.8	5						2
	1988	7	20	"TAIWAN"	30	"TAIWAN:  HUALIEN, SU-HUA"	23.902	121.598	51	5.7		1	1	1	1		1
	1988	8	6	"MYANMAR (BURMA)"	60	"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL"	25.149	95.127	91	7.2	6	3	1	42	1		2
	1988	8	10	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL"	-10.258	160.896	36	7.6							
	1988	8	11	"IRAN"	140	"IRAN:  S, MAMASANI, BUSHEHR, NURABAD"	29.974	51.679	33	6.1		1	1		1		2
	1988	8	20	"NEPAL"	60	"NEPAL-INDIA:  KATHMANDU, BIHAR"	26.755	86.616	57	6.6	8	998	3			131.5	4
