"Search Parameters"	"Year"	"Mo"	"Dy"	"Country"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"
"[""1900 <= Year >= 2020""]"																	
	1975	1	15	"INDONESIA"	170	"INDONESIA:  MALUKU:  BANDANAIRA"	-5	130		5.9	7						2
	1975	1	19	"INDIA"	60	"INDIA:  KASHMIR:   KINNAUR DISTRICT"	32.46	78.43	33	6.8		47	1				2
	1975	1	23	"JAPAN"	30	"JAPAN:  AROSAN"	33	131.1	10	5.8	7						2
	1975	2	2	"USA"	150	"ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS"	53.11	173.5	10	7.6	9						2
	1975	2	4	"CHINA"	30	"CHINA:  LIAONING PROVINCE:  YINGTAO, ANSHAN"	40.64	122.58	33	7.4	10	300	3				4
	1975	2	9	"INDONESIA"	60	"INDONESIA:  JAVA"	-6.7	106.7	27	5.6	8	1	1				2
	1975	3	7	"IRAN"	140	"IRAN:  SARKHUN,QALEH QAZI,QADHAD,NONG-E-BALA"	27.5	56.26	27	6.1	7	7	1	200	3		2
	1975	3	13	"CHILE"	160	"CHILE:  COQUIMBO, LA SERENA"	-29.9	-71.3	4	6.9	8	2	1	25	1		1
	1975	3	27	"TURKEY"	140	"TURKEY:  W; CANAKKALE, ECEABAT, GELIBOLU, LAPSEKI"	40.42	26.14	5	6.7	6						2
	1975	3	28	"USA"	150	"IDAHO:  POCATELLO VALLEY"	42.06	-112.55	5	6	8			1	1	1	2
	1975	4	5	"VENEZUELA"	160	"VENEZUELA"	10.04	-69.75	33	6.1		3	1	20	1	1.2	2
	1975	4	20	"JAPAN"	30	"JAPAN:  OITA, AROSAN"	33.19	131.3	7	6.1	6			8	1		3
	1975	5	10	"CHILE"	160	"CHILE:  CENTRAL"	-38.18	-73.23	6	7.7							2
	1975	5	26	"ATLANTIC OCEAN"	70	"ATLANTIC OCEAN:  MADERIA ISLANDS"	35.962	-17.576	33	7.8	6						1
	1975	6	10	"RUSSIA"	50	"RUSSIA:  KURIL-JAPAN:  HOKKAIDO"	43.024	147.734	15	7							
	1975	7	8	"MYANMAR (BURMA)"	60	"MYANMAR (BURMA):  PAGAN"	21.49	94.7	157	6.5		1	1	1	1	0.5	1
	1975	7	11	"ALGERIA"	15	"ALGERIA:  DJEBEL BABOR"	36.32	5.241	30	4.3		1	1	18	1		2
	1975	7	20	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  BISMARCK SEA: BOUGAINVILLE"	-6.59	155.054	49	7.9	8						3
	1975	7	20	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  SOLOMON ISLANDS: BUIN, BOKU"	-7.104	155.152	44	7.7	7						
	1975	8	1	"USA"	150	"CALIFORNIA:  OROVILLE"	39.439	-121.528	15	5.6	8			10	1	3	2
	1975	9	6	"TURKEY"	140	"TURKEY:  LICE"	38.474	40.723	26	6.7	9	2311	4	3372	4	17	3
	1975	9	21	"IRAN"	140	"IRAN:  SARPIR,DORAHAN,DEH BAGH"	31.549	51.062	33	5.5	7	2	1				3
	1975	10	11	"TONGA"	170	"TONGA ISLANDS:  S OF TONGA"	-24.894	-175.119	9	7.8							
	1975	10	31	"PHILIPPINES"	170	"PHILIPPINES"	12.54	125.993	50	7.6	6	1	1				
	1975	11	1	"USA TERRITORY"	170	"GUAM"	13.843	144.754	113	6.1	7						1
	1975	11	29	"USA"	150	"HAWAII"	19.451	-155.033	2	7.7	9					4	2
	1975	12	16	"FIJI"	170	"FIJI ISLANDS"	-18.672	178.464	33	4.9							
	1975	12	26	"SAMOA"	170	"SAMOA ISLANDS"	-16.265	-172.467	33	7.8	5						
	1975	12	31	"GREECE"	130	"GREECE:  KATO-MAKRINOU"	38.628	21.798	19	5.5	9	1	1	10	1		3
	1976	1	13	"ICELAND"	120	"ICELAND:  KOPASKER"	66.16	-16.58	33	6.4							2
	1976	1	14	"KERMADEC ISLANDS (NEW ZEALAND)"	170	"KERMADEC ISLANDS"	-29.208	-177.886	69	7.8	8						
	1976	1	14	"KERMADEC ISLANDS (NEW ZEALAND)"	170	"KERMADEC ISLANDS"	-28.427	-177.657	33	8							1
	1976	1	21	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.915	149.123	41	7	5						
	1976	2	4	"GUATEMALA"	90	"GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY"	15.324	-89.101	5	7.5	9	23000	4	76000	4	2147	4
	1976	3	13	"GUATEMALA"	100	"GUATEMALA"	14.767	-91.061	5	5.1		4	1	50	1		2
	1976	3	19	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU-KUSH:  SHAMAGAN PROVINCE"	36.61	67.79	33	5.5	8	49	1	59	2		3
	1976	3	25	"TURKEY"	140	"TURKEY"	41.13	43.01	18	4.8		2	1	6	1		2
	1976	4	8	"UZBEKISTAN"	40	"UZBEKISTAN:  GAZLI"	40.31	63.77	33	7	7						3
	1976	4	9	"ECUADOR"	160	"ECUADOR:  ESMERALDOS"	0.78	-79.8	9	6.7		10	1			4	2
	1976	4	29	"TURKEY"	140	"TURKEY"	40.89	42.85	44	5.5		4	1				2
	1976	5	6	"ITALY"	130	"ITALY:  NE, BALKANS NW:   SLOVENIA: NW"	46.356	13.275	9	6.5	10	978	3	1700	4	3600	4
	1976	5	17	"UZBEKISTAN"	40	"UZBEKISTAN:  GAZLI, BUKHARA"	40.38	63.47	10	7	10					85	4
	1976	5	29	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI"	24.57	98.953	8	7.3	9		2				3
	1976	5	29	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  LUNGLING-LUSHI"	24.531	98.71	10	7.4	9		2				3
	1976	6	7	"MEXICO"	150	"MEXICO:  MEXICO CITY"	17.4	-100.64	45	6.4							2
	1976	6	25	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA"	-4.603	140.091	33	7.1		6000	4				3
	1976	7	11	"PANAMA"	100	"PANAMA: DARIEN"	7.4	-78.1	22	6.7		5	1	7	1		1
	1976	7	14	"INDONESIA"	60	"INDONESIA:  BALI"	-8.17	114.888	40	6.5		573	3	4755	4	195	4
	1976	7	26	"MALAYSIA"	170	"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK"	4.96	118.31	33	6.2	7						2
	1976	7	27	"CHINA"	30	"CHINA:  NE:  TANGSHAN"	39.57	117.98	23	7.5	11	242769	4	799000	4	5600	4
	1976	7	28	"CHINA"	30	"CHINA:  NE:  TANGSHAN"	39.664	118.401	26	7.4	9		2				2
	1976	8	16	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO:  S"	6.292	124.09	33	8	6	1200	4	3500	4	134	4
	1976	8	17	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO"	7.249	122.939	22	6.8			1				1
	1976	8	19	"TURKEY"	140	"TURKEY:  DENIZLI"	37.7	28.89	3	4.9	4	4	1	50	1		2
	1976	9	11	"ITALY"	130	"ITALY:  NORTHEASTERN"	46.28	13.157	16	5.5	7	5	1		2		2
	1976	9	15	"ITALY"	130	"ITALY:  NORTHEASTERN"	46.302	13.197	10	6	9	11	1		2		2
	1976	9	15	"ITALY"	130	"ITALY-BALKANS NW"	46.32	13.13	17	5.9	9				2		2
	1976	10	29	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  JAYAWIJAYA"	-4.517	139.918	33	7.1	8	133	3				1
	1976	11	7	"IRAN"	140	"IRAN:  KHORASAN PROVINCE"	33.846	59.208	13	6	8	17	1	32	1		3
	1976	11	24	"TURKEY"	140	"TURKEY:  MURADIYE"	39.12	44.03	36	7.3	10	5000	4		3	60	4
	1976	11	27	"AFGHANISTAN"	40	"AFGHANISTAN; TAJIKISTAN:  KHOROG"	36.51	71.04	190	6.1	5						2
	1976	11	30	"CHILE"	160	"CHILE:  POZO ALMONTE, OFICINA VICTORIA, ARICA"	-20.52	-68.92	82	7.3	8	1	1	13	1		2
	1976	12	8	"SOUTH AFRICA"	10	"SOUTH AFRICA"	-27.953	26.653	33	5.2		4	1	36	1		2
	1976	12	27	"TURKEY"	140	"IRAN:  SADAL,DALAK DASHI,AB-E-GARM,SIAH CHESHMEH"	39	44				1	1				2
	1977	1	26	"INDONESIA"	60	"INDONESIA:  BALI: KAYUBIHI,BANJAR ANTUGAN JEHEM"	-8.22	115.19	33	5.2	6						1
	1977	1	31	"TAJIKISTAN"	40	"TAJIKISTAN"	40.04	70.85	20	5.9							2
	1977	3	4	"ROMANIA"	110	"ROMANIA:  BUCHAREST"	45.777	26.703	89	7.5		1641	4	10500	4	2000	4
	1977	3	8	"INDONESIA"	60	"INDONESIA:  SUMATERA,SINURAT,TALU"	0.45	100.02	22	6	8						1
	1977	3	18	"PHILIPPINES"	170	"PHILIPPINES:  LUZON:  MANILA"	16.77	122.33	37	7.3	7	1	1	9	1	0.1	1
	1977	3	21	"IRAN"	140	"IRAN:  BANDAR ABBAS"	27.584	56.378	29	6.7	8	167	3	556	3		3
	1977	3	25	"TURKEY"	140	"TURKEY"	38.56	40.02	21	4.9		30	1				3
	1977	4	2	"SAMOA"	170	"SAMOA ISLANDS:  APIA"	-16.696	-172.095	33	7.6	6						1
	1977	4	6	"IRAN"	140	"IRAN:  NAGHAN,ARDAL,JAGHDAN,DASTGERD,KORDAN,SARMUR"	31.845	50.711	41	6	8	366	3	200	3		3
	1977	4	20	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-9.828	160.323	33	6.8	6	34	1				3
	1977	4	20	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-9.89	160.348	19	7.6	7						1
	1977	4	20	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-9.844	160.822	33	7.5					1		1
	1977	4	21	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-9.965	160.731	33	8.1	7	18	1	1	1		3
	1977	5	26	"IRAN"	140	"IRAN:  AZARBAIJAN"	38.934	44.38	37	5.4		3	1	9	1		3
	1977	5	28	"TURKEY"	140	"IRAN:  SIAH CHESHMEH,MUKHUR,ZOLUL,DALIK DASHI"	39	44				6	1				3
	1977	6	22	"TONGA"	170	"TONGA TRENCH"	-22.878	-175.9	65	7.2	4	1	1	5	1	1.2	2
	1977	7	16	"SLOVENIA"	130	"BALKANS NW:  SLOVENIA:  TRSTENIK,BELA,TENETISE"	46.29	14.29	6	4.6	6						2
	1977	8	19	"INDONESIA"	60	"INDONESIA:  SUNDA ISLANDS"	-11.085	118.464	33	8							1
	1977	8	28	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  ADMIRALTY ISLANDS"	-1.081	146.23	33	5.5	4						
	1977	8	31	"COLOMBIA"	160	"COLOMBIA:  APARTADO, MEDELLIN"	7.34	-76.3	33	6.5		3	1				2
	1977	10	10	"TONGA"	170	"TONGA TRENCH"	-25.856	-175.406	33	7.2							
	1977	11	3	"ROMANIA"	110	"ROMANIA:  VELINGRAD"	42.11	23.97	6	5.1	7						2
	1977	11	9	"IRAN"	140	"IRAN:  GORGAN"	36.73	55.04	33	4.9							2
	1977	11	23	"ARGENTINA"	160	"ARGENTINA:  SAN JUAN PROVINCE:  MENDOZA"	-31.03	-67.77	13	7.4	9	70	2	300	3	80	4
	1977	12	19	"IRAN"	140	"IRAN:  BAB-TANGOL"	30.94	56.53	31	5.9	7	584	3	1000	3		3
	1978	1	14	"JAPAN"	30	"JAPAN:  TOKKAIDO, OSHIMA"	34.809	139.259	14	6.6	5	25	1	129	3		3
	1978	2	9	"KERMADEC ISLANDS (NEW ZEALAND)"	170	"KERMADEC ISLANDS:  S OF"	-30.68	-177.36	33	7.7							
	1978	2	15	"TURKEY"	140	"TURKEY"	39.69	39.79	33	4.5				20	1		2
	1978	2	20	"JAPAN"	30	"JAPAN:  OFUNATO, TOHOKU"	38.78	141.95	60	6.1	8			30	1		2
	1978	3	11	"ITALY"	130	"ITALY:  SICILY"	38.1	16.03	33	5		2	1		2		2
	1978	3	16	"PAKISTAN"	60	"PAKISTAN:  QUETTA, NUSHKI"	29.926	66.302	33	5.9	2	1	1				2
	1978	3	19	"MEXICO"	150	"MEXICO:  ACAPULCO"	17.03	-99.74	36	6.6		1	1	25	1		2
	1978	3	22	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.026	149.002	33	6.7	4						
	1978	3	22	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.14	149.029	33	6.6	5						
	1978	3	23	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.209	148.971	46	6.8	5						
	1978	3	23	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.932	148.439	33	7.5	6						
	1978	3	24	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.244	148.862	33	7.6	6						
	1978	3	24	"KAZAKHSTAN"	40	"KAZAKHSTAN:  ALMA-ATA"	42.839	78.606	33	7.1	8						3
	1978	4	13	"SERBIA"	130	"BALKANS NW:  SERBIA:  BRUS"	43.269	20.919	33	5.7							2
	1978	4	15	"ITALY"	130	"ITALY:  SICILY"	38.391	15.066	14	5.7		5	1				2
	1978	5	23	"GREECE"	130	"GREECE:  THESSALONIKI, VOLVI, LANGADAS"	40.759	23.268	10	5.6	7			2	1		2
	1978	6	3	"JAPAN"	30	"JAPAN:  S HONSHU:  HIROSHIMA"	35.1	132.6	4	4.9	4			1	1		2
	1978	6	12	"JAPAN"	30	"JAPAN:  SANRIKU"	38.19	142.028	44	7.7	8	28	1	10000	4	865	4
	1978	6	14	"PHILIPPINES"	170	"MINDANAO ISLAND, PHILIPPINES"	8.249	122.403	24	6.9							
	1978	6	20	"GREECE"	130	"GREECE: THESSALONIKI"	40.739	23.229	3	6.4	8	50	1		3	250	4
	1978	6	22	"ITALY"	130	"ITALY:  ADRIATIC SEA"											
	1978	7	23	"TAIWAN"	30	"TAIWAN"	22.282	121.512	17	7.4							
	1978	7	29	"GUATEMALA"	100	"GUATEMALA:  PATZUN"	14.843	-91.022	10	4.5		17	1		3		2
	1978	8	3	"CHILE"	160	"CHILE:  NORTHERN:  COPIAPO-TALTAI"	-26.51	-70.54	58	7	9			13	1		3
	1978	8	13	"USA"	150	"CALIFORNIA:  SOUTHERN"	34.35	-119.7	7	5.6	7			65	2	15	3
	1978	8	14	"SPAIN"	130	"SPAIN"	36.63	-6.871	30	4.4							
	1978	9	3	"GERMANY"	120	"GERMANY"	48.29	9.01	8	5.3	8				3	150	4
	1978	9	16	"IRAN"	140	"IRAN:  TABAS"	33.205	57.478	33	7.4	9	20000	4			50	4
	1978	11	1	"UZBEKISTAN"	40	"UZBEKISTAN:   ANDIZHAN; TAJIKISTAN:  DUSHANBE"	39.35	72.61	7	6.8	9						3
	1978	11	4	"IRAN"	140	"IRAN:  RASHT, SIAHBIL"	37.684	48.996	34	6.3	7	26	1			1.2	2
	1978	11	29	"MEXICO"	150	"MEXICO:  OAXACA"	16.01	-96.591	18	7.7		9	1		3		2
	1978	12	6	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	44.592	146.581	91	7.5	8						2
	1978	12	14	"IRAN"	140	"IRAN:  MASJED-E-SOLEYMAN"	32.112	49.68	33	6.1	8	76	2		2		2
	1978	12	23	"TAIWAN"	30	"TAIWAN:  PINTUNG"	23.247	122.075	33	7		2	1	3	1		
	1979	1	16	"IRAN"	140	"IRAN:  BONZANABAD"	33.918	59.555	33	6.5	8	129	3	200	3		2
	1979	2	16	"PERU"	160	"PERU:  AREQUIPA"	-16.39	-72.658	53	6.9		18	1		2		2
	1979	2	20	"JAPAN"	30	"IWATE, JAPAN"	40.232	143.703	10	6.4							
	1979	2	28	"USA"	150	"ALASKA"	60.691	-141.671	18	7.5	7						1
	1979	3	14	"MEXICO"	150	"MEXICO:  GUERRERO"	17.813	-101.276	49	7.6		5	1	35	1	30	4
	1979	4	9	"MONTENEGRO"	130	"MONTENEGRO: BAR ULCINJ"	41.956	19.023	10	5.3							
	1979	4	15	"MONTENEGRO"	130	"BALKANS NW:  MONTENEGRO"	42.096	19.209	10	6.9	9	131	3	1001	4	2700	4
	1979	5	15	"GREECE"	130	"GREECE: CRETE"	34.53	24.437	33	5.6							
	1979	5	21	"INDONESIA"	60	"INDONESIA:  BALI"	-8.299	115.934	43	5.4							3
	1979	5	24	"MACEDONIA"	130	"BALKANS NW:  MACEDONIA:  DEBAR"	42.255	18.752	8	6.2	8			65	2		2
	1979	5	30	"INDONESIA"	60	"INDONESIA:  SUMBAWA ISLAND"	-8.207	115.949	25	5.8		22	1			4.15	2
	1979	6	2	"AUSTRALIA"	60	"AUSTRALIA:  WESTERN"	-30.812	117.179	6	6.1						1.5	2
	1979	6	25	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  E, MT HAGEN"	-4.98	145.577	189	6.2							2
	1979	7	1	"PANAMA"	100	"PANAMA-COSTA RICA:  PUERTO ARMUELLES"	8.316	-82.943	28	6.5						2	2
	1979	7	9	"CHINA"	30	"CHINA:  JIANGSU PROVINCE:  LIYANG"	31.452	119.241	11	5.4	8	42	1	2987	4		4
	1979	7	18	"TURKEY"	140	"TURKEY:  DURSUNBEY, ANATOLIA"	39.672	28.66	10	4.9							2
	1979	8	24	"CHINA"	30	"CHINA:  NEI MONGOL:  WU-YUAN"	41.145	108.129	33	5.9				104	3		2
	1979	9	12	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA"	-1.679	136.04	5	7.9		15	1		3		3
	1979	9	19	"ITALY"	130	"ITALY:  CENTRAL:  UMBRIA"	42.812	13.061	16	5.8		5	1	5000	4		3
	1979	10	9	"GUATEMALA"	100	"GUATEMALA"	14.321	-90.082	33	4.7	7			40	1		2
	1979	10	12	"NEW ZEALAND"	170	"NEW ZEALAND:  W OF NORTH ISLAND"	-46.675	165.707	33	7.5	5						
	1979	10	15	"USA"	150	"CALIFORNIA:  IMPERIAL VALLEY; MEXICO: MEXICALI"	32.634	-115.324	10	6.9	9			91	2	30	4
	1979	10	20	"INDONESIA"	60	"INDONESIA:  SUMBAWA ISLAND"	-8.254	115.847	38	6.2		2	1	40	1		2
	1979	10	27	"GUATEMALA"	100	"GUATEMALA"	13.833	-90.881	58	6.8		4	1	23	1		2
	1979	11	2	"INDONESIA"	60	"INDONESIA:  JAVA"	-7.656	108.252	62	6.1		30	1	200	3	16	3
	1979	11	6	"GREECE"	130	"GREECE-ALBANIA"	39.536	20.398	40	5.2	8	1	1	3	1		3
	1979	11	14	"IRAN"	140	"IRAN:  KHORASAN"	33.978	59.832	33	6.6	8	171	3				3
	1979	11	16	"FIJI"	170	"FIJI ISLANDS"	-16.76	-179.984	33	6.9							2
	1979	11	23	"COLOMBIA"	160	"COLOMBIA:  MANIZALES-ARMENIA"	4.805	-76.217	108	6.4	9	72	2	600	3	20	3
	1979	11	27	"IRAN"	140	"IRAN"	33.974	59.847	10	7.1	9	20	1	23	1		3
	1979	12	7	"IRAN"	140	"IRAN"	34.033	59.817	33	6							3
	1979	12	12	"COLOMBIA"	160	"COLOMBIA: OFF SHORE, PACIFIC OCEAN"	1.598	-79.358	33	7.7	9	600	3	20000	4	8	3
	1979	12	15	"INDONESIA"	60	"INDONESIA:  S SUMATERA"	-3.299	102.712	33	6.6		8	1	162	3		2
	1979	12	17	"INDONESIA"	60	"INDONESIA:  SUMBAWA ISLAND:  BALI, LOMBOK"	-8.39	115.889	33	6.3		27	1	200	3		2
	1980	1	1	"AZORES (PORTUGAL)"	130	"AZORES:   TERCEIRA, ANGRA DO HEROISMO"	38.727	-27.75	13	6.9	8	69	2	600	3	5	2
	1980	1	24	"USA"	150	"CALIFORNIA:  LIVERMORE"	37.855	-121.816	11	5.9	7			50	1	11.5	3
	1980	2	23	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	43.53	146.753	44	7	7						
	1980	4	16	"INDONESIA"	60	"INDONESIA:  JAVA:  TASIKMALAJA"	-8.082	108.793	84	5.8							2
	1980	5	14	"ITALY"	130	"ITALY:  S"	40.459	15.855	24	4.5	8						2
	1980	5	18	"GUATEMALA"	100	"GUATEMALA:  S COAST"	14.716	-91.317	105	5.3							1
	1980	5	18	"USA"	150	"WASHINGTON:  MT ST HELENS"	46.214	-122.194	4	5.2	5						
	1980	5	18	"SERBIA"	130	"BALKANS NW:  SERBIA"	43.294	20.837	9	5.8	8			30	1	5	2
	1980	5	25	"USA"	150	"CALIFORNIA:  MAMMOTH LAKES"	37.6	-118.84	7	6.1	7			7	1	2	2
	1980	6	9	"MEXICO"	150	"MEXICO:  NW"	32.22	-114.985	5	6.4	5	1	1	100	2		2
	1980	6	29	"JAPAN"	30	"JAPAN:  HONSHU:  S COAST"	34.808	139.181	15	6.2	8			7	1		2
	1980	7	8	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS:  SANTA CRUZ ISLANDS:  BANKS"	-12.41	166.381	33	7.5							1
	1980	7	9	"GREECE"	130	"GREECE:  AEGEAN SEA:  MAGNESIA"	39.269	23.041	14	6.4	9	1	1		3	5	2
	1980	7	11	"TAJIKISTAN"	40	"TAJIKISTAN:  SHURAB, NEFTEABAD"	40.113	70.596	33	5.2	6						1
	1980	7	12	"GREECE"	130	"GREECE:  VOLOS"	39.203	22.729	10	4		1	1	17	1	5	2
	1980	7	17	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU"	-12.525	165.916	33	7.9							
	1980	7	22	"IRAN"	140	"IRAN:  LAHIJAN, RASHT"	37.19	50.201	62	5.4		1	1		3		2
	1980	7	27	"USA"	150	"KENTUCKY:  MAYSVILLE"	38.174	-83.907	8	5.1	7			2	1	1	2
	1980	7	29	"NEPAL"	60	"NEPAL-INDIA:   PITHORAGARH"	29.598	81.092	18	6.5		200	3		3	245	4
	1980	8	9	"HONDURAS"	100	"HONDURAS;  N GUATEMALA:  IZABEL PROVINCE"	15.888	-88.516	22	6.4		2	1		3		2
	1980	8	18	"ECUADOR"	160	"ECUADOR:  W, GUAYAQUIL"	-1.948	-80.017	55	5.6		8	1	100	2	5	2
	1980	8	23	"INDIA"	60	"INDIA:  KASHMIR"	32.913	75.633	25	4.9		15	1	40	1		2
	1980	8	23	"INDIA"	60	"INDIA:  KASHMIR"	32.834	75.629	33	4.8			1				1
	1980	9	24	"JAPAN"	30	"JAPAN:  TOKYO, YOKOHAMA"	35.45	139.964	73	6	6	2	1	73	2	1	2
	1980	10	5	"NEW ZEALAND"	170	"NEW ZEALAND:  GISBORNE, HAWERA, EASTBOURNE, NAPIER"	-39.542	176.478	32	5.6	6						2
	1980	10	10	"ALGERIA"	15	"ALGERIA:  NORTHERN"	36.195	1.354	10	7.7	10	5000	4	9000	4	5200	4
	1980	10	24	"MEXICO"	150	"MEXICO:  S, HUAJAPAN DE LEON, OAXACA"	18.211	-98.24	72	6.4	9	300	3		3	5	2
	1980	11	8	"USA"	150	"CALIFORNIA:  NORTH COAST"	41.117	-124.253	19	7.2	7			6	1	2	2
	1980	11	12	"PERU"	160	"PERU:  S CENTRAL"	-13.347	-74.545	71	4.9		7	1			1	2
	1980	11	23	"ITALY"	130	"ITALY:   AVELLINO, POTENZA, CASERTA, NAPLES"	40.914	15.366	20	6.9	10	4689	4	7700	4	20000	4
	1980	11	26	"COLOMBIA"	160	"VENEZUELA:  E"	8.045	-72.441	40	5				36	1		2
	1980	12	19	"IRAN"	140	"IRAN:  N CENTRAL, TEHRAN"	34.587	50.652	33	5.8		26	1			5	2
	1980	12	22	"IRAN"	140	"IRAN:  N CENTRAL, TEHRAN"	34.503	50.59	41	5.2		3	1	139	3	1	2
	1981	1	18	"JAPAN"	30	"JAPAN:  E. HONSHU ISLAND"	38.64	142.75	33	6.9							
	1981	1	19	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA: JAYAWIJAYA MTS"	-4.576	139.232	33	6.7		305	3		2	5	2
	1981	1	23	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	30.927	101.098	33	6.8	8	150	3	489	3	5	2
	1981	2	14	"ITALY"	130	"ITALY:  S"	41.051	14.601	10	4.6	7	12	1			0.5	1
	1981	2	24	"GREECE"	130	"GREECE:  ATHENS-EASTERN GULF OF CORINTH"	38.222	22.934	33	6.7	8	22	1	400	3	812	4
	1981	3	4	"GREECE"	130	"GREECE:  ATHENS-CORINTH-KHALIS"	38.209	23.288	29	6.4	9	1	1	9	1		2
	1981	3	10	"GREECE"	130	"GREECE:  PREVEZA"	39.481	20.699	31	5.6	8	2	1				2
	1981	4	18	"PERU"	160	"PERU:  AYACUCHO"	-13.144	-74.376	38	4.8		8	1	15	1		2
	1981	4	26	"USA"	150	"CALIFORNIA:  WESTMORLAND,CALIPATRIA"	33.133	-115.65	6	6	7					1.5	2
	1981	5	25	"NEW ZEALAND"	170	"NEW ZEALAND:  W OF NORTH ISLAND"	-48.786	164.357	33	7.6							
	1981	6	11	"IRAN"	140	"IRAN:  SE:  GOLBAFT"	29.913	57.715	33	6.7		3000	4		3	5	2
	1981	6	22	"PERU"	160	"PERU:  CENTRAL"	-13.166	-74.522	24	5.2		10	1		2	5	2
	1981	7	28	"IRAN"	140	"IRAN:  SE, KERMAN"	30.013	57.794	33	7.1		3000	4	1000	4	1000	4
	1981	8	13	"BOSNIA-HERZEGOVINA"	130	"BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA"	44.849	17.312	16	5.5	8			44	1	5	2
	1981	9	1	"SAMOA"	170	"SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO"	-14.96	-173.085	25	7.7	6						
	1981	9	12	"PAKISTAN"	60	"PAKISTAN: GILGIT"	35.693	73.594	33	5.9		220	3	2500	4	5	2
	1981	10	16	"CHILE"	160	"CHILE:  OFF CENTRAL COAST, LAS CRUCES"	-33.134	-73.074	33	7.5	6	1	1				
	1981	10	18	"COLOMBIA"	160	"VENEZUELA-N COLOMBIA"	8.117	-72.527	54	5.4	7	15	1		3	5	2
	1981	10	25	"MEXICO"	150	"MEXICO:  MICHOACAN: LAZARO CARDENAS"	18.048	-102.084	33	7.3		3	1	28			2
	1981	11	14	"EGYPT"	15	"EGYPT:  ASWAN"	23.686	32.604	10	5.3	8						1
	1981	12	12	"PAKISTAN"	60	"PAKISTAN:  CENTRAL"	29.856	66.962	33	4		6	1	12	1		2
	1981	12	19	"GREECE"	130	"GREECE:  AEGEAN SEA:  LESBOS, SKIROS"	39.243	25.227	10	7.5							1
	1982	1	11	"PHILIPPINES"	170	"PHILIPPINES:  VIRAC, CATANDUANES"	13.752	124.358	46	7.1	7						1
	1982	1	11	"CANADA"	150	"CANADA; MAINE:  CARIBOU, HAYNESVILLE, PRESQUE ISLE"	46.975	-66.659	7	4.5	6						1
	1982	1	12	"HONDURAS"	100	"HONDURAS:  AMPALA, MASAYA"	13.158	-87.589	6	6				2	1		2
	1982	1	20	"INDIA"	60	"INDIA:  LITTLE NICOBAR ISLAND"	6.946	94.002	19	6.3					2		2
	1982	2	10	"INDONESIA"	60	"INDONESIA:  JAVA, SUKABUMI"	-6.863	106.936	40	5.5				17	1	3.5	2
	1982	2	24	"INDONESIA"	60	"INDONESIA:  NORTHERN SUMATERA"	4.374	97.755	52	5.4							
	1982	3	11	"INDONESIA"	60	"INDONESIA:  SUMBAWA ISLAND REGION"	-9.265	118.479	33	6.4							
	1982	3	21	"JAPAN"	30	"JAPAN:  HOKKAIDO, URAKAWA, HIROO"	42.158	142.361	44	6.7	10	110	3	100	2	1	2
